enabled,id,title,series,type,mana,hp_cost,discard_cost,attack,hp,move_Range,attack_Range,fast_action,deckbuilding,text,source,asset_path,notes
1,card_vc5_wind_swift_step,疾风步,风灵,Spell,1,0,0,0,0,0,0,0,1,移动3格，获得4层流风,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_swift_step.asset,
1,card_vc5_wind_charge,风之冲锋,风灵,Spell,1,0,0,0,0,0,0,0,1,向某方向移动2格对路径敌人造成1风伤，风灵使用获得3层流风,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_charge.asset,
1,card_vc5_wind_double_move,风之连移,风灵,Spell,2,0,0,0,0,0,0,0,1,本回合可额外移动2次，获得5层流风,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_double_move.asset,
1,card_vc5_wind_howl,风之呼啸,风灵,Spell,1,0,0,0,0,0,0,0,1,攻击范围内敌人移动力-1，风灵使用获得4层流风,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_howl.asset,
1,card_vc5_wind_sacrifice,风之献祭,风灵,Spell,0,0,0,0,0,0,0,0,1,支付2生命移动力+2本回合，获得3层流风,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_sacrifice.asset,
1,card_vc5_wind_lightness,风之轻盈,风灵,Spell,1,0,0,0,0,0,0,0,1,本回合不受减少移动效果影响，风灵使用获得3层流风,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_lightness.asset,
1,card_vc5_wind_sense,风之感知,风灵,Spell,1,0,0,0,0,0,0,0,1,查看对方下1张牌，风灵使用获得2层流风,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_sense.asset,
1,card_vc5_wind_swiftness,风之迅捷,风灵,Spell,1,0,0,0,0,0,0,0,1,本回合移动力+1，风灵使用获得3层流风,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_swiftness.asset,
1,card_vc5_wind_pursuit,风之追击,风灵,Spell,1,0,0,0,0,0,0,0,1,对移动距离内敌人造成流风层数/2的风伤，不消耗流风,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_pursuit.asset,
1,card_vc5_wind_haste,风之疾行,风灵,Spell,1,0,0,0,0,0,0,0,1,本回合移动力+2，获得3层流风,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_haste.asset,
1,card_vc5_wind_blink,风之瞬步,风灵,Spell,1,0,0,0,0,0,0,0,1,移动至任意空格，消耗8层流风,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_blink.asset,
1,card_vc5_wind_vortex,风之漩涡,风灵,Spell,2,0,0,0,0,0,0,0,1,将攻击距离内所有敌人位移1格（随机方向），消耗6层流风,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_vortex.asset,
1,card_vc5_wind_accelerate,风之加速,风灵,Spell,1,0,0,0,0,0,0,0,1,本回合可移动2次，消耗5层流风,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_accelerate.asset,
1,card_vc5_wind_guard_spell,风之护体,风灵,Spell,1,0,0,0,0,0,0,0,1,获得等同于流风层数/3的护盾，消耗4层流风,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_guard_spell.asset,
1,card_vc5_wind_recover,风之复苏,风灵,Spell,1,0,0,0,0,0,0,0,1,恢复2生命，风灵使用每4层流风额外恢复1生命,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_recover.asset,
1,card_vc5_wind_loop_strike,风之回环,风灵,Spell,2,0,0,0,0,0,0,0,1,移动2格对终点周围敌人造成2风伤，获得3层流风,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_loop_strike.asset,
1,card_vc5_wind_pull,风之牵引,风灵,Spell,1,0,0,0,0,0,0,0,1,将1个敌人向自己方向位移2格，流风≥10时位移3格消耗3层流风,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_pull.asset,
1,card_vc5_wind_domain,风之领域,风灵,Spell,2,0,0,0,0,0,0,0,1,创建风墙（持续2回合）流风≥15时持续3回合，获得2层流风,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_domain.asset,
1,card_vc5_wind_retaliate,风之反击,风灵,Spell,1,0,0,0,0,0,0,0,1,受到攻击时移动1格并造成1点风伤，消耗4层流风,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_retaliate.asset,
1,card_vc5_wind_unimpeded,风之无阻,风灵,Spell,1,0,0,0,0,0,0,0,1,下1次移动不消耗移动力，获得2层流风,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wind_unimpeded.asset,
1,card_vc5_dragon_heavy_strike,战士重击,龙族,Spell,1,0,0,0,0,0,0,0,1,造成高额伤害,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_dragon_heavy_strike.asset,从战士迁移
1,card_vc5_dragon_rage_strike,战士怒击,龙族,Spell,1,0,0,0,0,0,0,0,1,消耗生命造成额外伤害,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_dragon_rage_strike.asset,从战士迁移
1,card_vc5_dragon_slash,战士斩击,龙族,Spell,2,0,0,0,0,0,0,0,1,对范围内敌人造成伤害,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_dragon_slash.asset,从战士迁移
1,card_vc5_dragon_berserker_soul,狂战士之魂,龙族,Spell,2,0,0,0,0,0,0,0,1,大幅提升攻击力,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_dragon_berserker_soul.asset,从战士迁移
1,card_vc5_dragon_blood_whirl,鲜血旋流,龙族,Spell,1,0,0,0,0,0,0,0,1,自残并对周围敌人造成伤害,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_dragon_blood_whirl.asset,从战士迁移
1,card_vc5_dragon_war_cry,战吼,龙族,Spell,1,0,0,0,0,0,0,0,1,范围控制效果,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_dragon_war_cry.asset,从战士迁移
1,card_vc5_dragon_warrior_sacrifice,战士的献祭,龙族,Spell,1,0,0,0,0,0,0,0,1,牺牲自身为友军提供增益,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_dragon_warrior_sacrifice.asset,从战士迁移
1,card_vc5_dragon_warrior_heart,战士之心,龙族,Spell,1,0,0,0,0,0,0,0,1,恢复生命值,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_dragon_warrior_heart.asset,从战士迁移
1,card_vc5_dragon_blood_retaliate,噬血狂袭,龙族,Spell,1,0,0,0,0,0,0,0,1,受伤时反击,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_dragon_blood_retaliate.asset,从战士迁移
1,card_vc5_shared_wild_charge,野蛮冲锋,共享,Spell,1,0,0,0,0,0,0,0,1,向某方向冲锋对路径上敌人造成伤害,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_shared_wild_charge.asset,龙族风灵共享
1,card_vc5_shared_brave_charge,英勇冲锋,共享,Spell,1,0,0,0,0,0,0,0,1,冲锋并提升攻击力,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_shared_brave_charge.asset,龙族风灵共享
1,card_vc5_shared_fearless_charge,无畏冲锋,共享,Spell,1,0,0,0,0,0,0,0,1,冲锋并附加伤害,asset,Assets/TcgEngine/Resources/Cards/vc5/card_vc5_shared_fearless_charge.asset,龙族风灵共享
