"﻿enabled","id","title","series","type","mana","hp_cost","discard_cost","attack","hp","move_Range","attack_Range","fast_action","deckbuilding","text","source","asset_path","notes"
,"vc5_dragon_berserker","\u72c2\u9f99","vc5","Character","1","0","0","2","10","3","2","0","0","龙息+尖锐+爆发","asset","Assets/TcgEngine/Resources/Cards/vc5/hero_vc5_dragon_berserker.asset",""
,"vc5_dragon_blood","\u8840\u9f99","vc5","Character","1","0","0","2","12","3","1","0","0","龙息+龙焰冲锋","asset","Assets/TcgEngine/Resources/Cards/vc5/hero_vc5_dragon_blood.asset",""
,"vc5_dragon_breaker","\u7834\u9f99","vc5","Character","1","0","0","1","16","3","1","0","0","龙息+龙爪破盾+压制","asset","Assets/TcgEngine/Resources/Cards/vc5/hero_vc5_dragon_breaker.asset",""
,"vc5_dragon_sacrifice","\u796d\u9f99","vc5","Character","1","0","0","2","14","3","1","0","0","龙息+生命消耗+辅助","asset","Assets/TcgEngine/Resources/Cards/vc5/hero_vc5_dragon_sacrifice.asset",""
,"vc5_dragon_shadow","\u5f71\u9f99","vc5","Character","1","0","0","1","11","4","1","0","0","龙息+龙影潜行+暗袭","asset","Assets/TcgEngine/Resources/Cards/vc5/hero_vc5_dragon_shadow.asset",""
"1","vc5_hero_slime_blood","血腥黏黏","黏黏(栗子球)","Character","0","0","0","1","12","5","6","0","1","【被动】己方黏黏对带粘液敌方单位造成伤害时恢复1生命。
【技能】消耗1法力，每回合1次：对攻击距离内1名敌人造成1+其粘液层数/2（向下取整）的伤害。
【觉醒】场上有敌人粘液层数≥4时可发动：对所有满足条件的敌人造成1+其粘液层数/2（向下取整）的伤害并移除其全部粘液。","runtime_vc5","",""
"1","vc5_hero_slime_corrosive","腐蚀黏黏","黏黏(栗子球)","Character","0","0","0","1","14","5","5","0","1","【被动】身上持有粘液的敌方单位移动力-1（不叠加）。
【觉醒】每回合1次：向任意目标施放粘液共4次（可分配给不同单位）。","runtime_vc5","",""
"1","vc5_hero_slime_giant","巨臂黏黏","黏黏(栗子球)","Character","0","0","0","1","11","5","5","0","1","【技能】每回合1次：使攻击距离内带粘液的敌人位移，距离为1+粘液层数/3（向下取整）。
【觉醒】任意友方角色死亡后激活（全局1次）：进入真巨臂形态；本局内每次对其造成位移时，按位移距离对其造成伤害。","runtime_vc5","",""
"1","vc5_hero_slime_hard","坚硬黏黏","黏黏(栗子球)","Character","0","0","0","0","15","5","5","0","1","【被动】自己的粘液可对友军施加；友军受伤时按粘液层数减伤并移除对应层数。
【觉醒】每2回合1次：向单个友军施放粘液，次数=当前生命值/2（向下取整）。","runtime_vc5","",""
"1","vc5_hero_slime_hard2","坚硬黏黏2","黏黏(栗子球)","Character","0","0","0","1","13","5","5","0","1","【被动】同坚硬黏黏。
【技能】每回合1次，弃1张手牌：对攻击距离内1名敌人造成等同攻击力的伤害，并在其相邻空格召唤黏黏幼崽（1/1）。","runtime_vc5","",""
,"vc5_slime_blood","\u8840\u8165\u9ecf\u9ecf","vc5","Character","1","0","0","1","12","5","2","0","0","粘液+伤害型","asset","Assets/TcgEngine/Resources/Cards/vc5/hero_vc5_slime_blood.asset",""
,"vc5_slime_corrosive","\u8150\u8680\u9ecf\u9ecf","vc5","Character","1","0","0","1","14","5","3","0","0","粘液+减速控制","asset","Assets/TcgEngine/Resources/Cards/vc5/hero_vc5_slime_corrosive.asset",""
,"vc5_slime_giant","\u5de8\u81c2\u9ecf\u9ecf","vc5","Character","1","0","0","1","11","5","2","0","0","粘液+位移控制","asset","Assets/TcgEngine/Resources/Cards/vc5/hero_vc5_slime_giant.asset",""
,"vc5_slime_hard","\u575a\u786c\u9ecf\u9ecf","vc5","Character","1","0","0","0","15","5","3","0","0","粘液+防御减伤","asset","Assets/TcgEngine/Resources/Cards/vc5/hero_vc5_slime_hard.asset",""
,"vc5_slime_hard2","\u575a\u786c\u9ecf\u9ecf2","vc5","Character","1","0","0","1","13","5","2","0","0","粘液+召唤进攻","asset","Assets/TcgEngine/Resources/Cards/vc5/hero_vc5_slime_hard2.asset",""
,"vc5_wind_chaser","\u8ffd\u98ce","vc5","Character","1","0","0","1","12","6","1","0","0","流风+连续移动+位置控制","asset","Assets/TcgEngine/Resources/Cards/vc5/hero_vc5_wind_chaser.asset",""
,"vc5_wind_guard","\u98ce\u4e4b\u5b88\u62a4","vc5","Character","1","0","0","0","16","4","2","0","0","流风+移动守护+风之庇护","asset","Assets/TcgEngine/Resources/Cards/vc5/hero_vc5_wind_guard.asset",""
,"vc5_wind_jungle","\u6797\u98ce","vc5","Character","1","0","0","1","14","5","1","0","0","流风+风之追击","asset","Assets/TcgEngine/Resources/Cards/vc5/hero_vc5_wind_jungle.asset",""
,"vc5_wind_raider","\u63a0\u98ce","vc5","Character","1","0","0","2","10","5","1","0","0","流风+风之击退+战场控制","asset","Assets/TcgEngine/Resources/Cards/vc5/hero_vc5_wind_raider.asset",""
,"vc5_wind_warden","\u5fa1\u98ce","vc5","Character","1","0","0","0","15","4","2","0","0","流风+风墙+区域控制","asset","Assets/TcgEngine/Resources/Cards/vc5/hero_vc5_wind_warden.asset",""
