"﻿enabled","id","title","series","type","mana","hp_cost","discard_cost","attack","hp","move_Range","attack_Range","fast_action","deckbuilding","text","source","asset_path","notes"
,"card_vc5_gear_salvage","拆解回收","vc5","Spell","1","0","0","0","0","0","0","0","1","拆解回收","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_gear_salvage.asset",""
,"card_vc5_gear_scavenge","战场拾荒","vc5","Spell","1","0","0","0","0","0","0","0","1","战场拾荒","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_gear_scavenge.asset",""
,"card_vc5_gear_scrap","紧急铸造","vc5","Spell","0","0","0","0","0","0","0","0","1","紧急铸造","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_gear_scrap.asset",""
,"card_vc5_gear_selfdestruct","自毁程序","vc5","Spell","1","0","0","0","0","0","0","0","1","自毁程序","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_gear_selfdestruct.asset",""
,"card_vc5_gear_shield_gen","组装护盾发生器","vc5","Spell","2","0","0","0","0","0","0","0","1","组装护盾发生器","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_gear_shield_gen.asset",""
,"card_vc5_gear_turret","组装炮台","vc5","Spell","2","0","0","0","0","0","0","0","1","组装炮台","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_gear_turret.asset",""
,"card_vc5_gear_upgrade","改造升级","vc5","Spell","2","0","0","0","0","0","0","0","1","改造升级","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_gear_upgrade.asset",""
,"card_vc5_gear_warmup","核心预热","vc5","Spell","2","0","0","0","0","0","0","0","1","核心预热","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_gear_warmup.asset",""
,"card_vc5_gear_weapon","强化武器","vc5","Spell","1","0","0","0","0","0","0","0","1","强化武器","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_gear_weapon.asset",""
,"card_vc5_rune_armor","符文护甲","vc5","Spell","1","0","0","0","0","0","0","0","1","符文护甲","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_armor.asset",""
,"card_vc5_rune_burst","元素爆发","vc5","Spell","3","0","0","5","0","0","0","0","1","元素爆发","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_burst.asset",""
,"card_vc5_rune_charge","符文充能","vc5","Spell","1","0","0","0","0","0","0","0","1","符文充能","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_charge.asset",""
,"card_vc5_rune_copy","符文复制","vc5","Spell","2","0","0","0","0","0","0","0","1","符文复制","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_copy.asset",""
,"card_vc5_rune_earth","大地符文","vc5","Spell","1","0","0","0","0","0","0","0","1","大地符文","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_earth.asset",""
,"card_vc5_rune_explosion","符文爆发","vc5","Spell","2","0","0","0","0","0","0","0","1","符文爆发","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_explosion.asset",""
,"card_vc5_rune_fire","火焰符文","vc5","Spell","1","0","0","0","0","0","0","0","1","火焰符文","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_fire.asset",""
,"card_vc5_rune_firestorm","烈焰风暴","vc5","Spell","3","0","0","4","0","0","0","0","1","烈焰风暴","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_firestorm.asset",""
,"card_vc5_rune_flood","奥术洪流","vc5","Spell","3","0","0","0","0","0","0","0","1","奥术洪流","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_flood.asset",""
,"card_vc5_rune_harmony","元素调和","vc5","Spell","2","0","0","0","0","0","0","0","1","元素调和","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_harmony.asset",""
,"card_vc5_rune_purify","元素净化","vc5","Spell","1","0","0","0","0","0","0","0","1","元素净化","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_purify.asset",""
,"card_vc5_rune_resonance","元素共鸣","vc5","Secret","1","0","0","0","0","0","0","0","1","元素共鸣","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_resonance.asset",""
,"card_vc5_rune_sandstorm","沙尘暴","vc5","Spell","2","0","0","0","0","0","0","0","1","沙尘暴","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_sandstorm.asset",""
,"card_vc5_rune_shield","元素护盾","vc5","Spell","2","0","0","0","0","0","0","0","1","元素护盾","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_shield.asset",""
,"card_vc5_rune_steam","蒸汽爆发","vc5","Spell","2","0","0","3","0","0","0","0","1","蒸汽爆发","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_steam.asset",""
,"card_vc5_rune_swamp","沼泽术","vc5","Spell","2","0","0","0","0","0","0","0","1","沼泽术","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_swamp.asset",""
,"card_vc5_rune_transfer","符文转移","vc5","Spell","1","0","0","0","0","0","0","0","1","符文转移","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_transfer.asset",""
,"card_vc5_rune_water","水流符文","vc5","Spell","1","0","0","0","0","0","0","0","1","水流符文","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_water.asset",""
,"card_vc5_rune_wind","疾风符文","vc5","Spell","1","0","0","0","0","0","0","0","1","疾风符文","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_wind.asset",""
,"card_vc5_rune_wisdom","奥术智慧","vc5","Spell","1","0","0","0","0","0","0","0","1","奥术智慧","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_rune_wisdom.asset",""
,"card_vc5_wild_awaken","兽性觉醒","vc5","Spell","1","0","0","0","0","0","0","0","1","兽性觉醒","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_awaken.asset",""
,"card_vc5_wild_bear","召唤棕熊","vc5","Spell","2","0","0","0","0","0","0","0","1","召唤棕熊","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_bear.asset",""
,"card_vc5_wild_blood","血腥味","vc5","Secret","1","0","0","0","0","0","0","0","1","血腥味","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_blood.asset",""
,"card_vc5_wild_burst","生态爆发","vc5","Spell","2","0","0","0","0","0","0","0","1","生态爆发","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_burst.asset",""
,"card_vc5_wild_calm","自然安抚","vc5","Spell","1","0","0","0","0","0","0","0","1","自然安抚","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_calm.asset",""
,"card_vc5_wild_falcon","召唤猎鹰","vc5","Spell","1","0","0","0","0","0","0","0","1","召唤猎鹰","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_falcon.asset",""
,"card_vc5_wild_forest","召唤树林","vc5","Spell","1","0","0","0","0","0","0","0","1","召唤树林","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_forest.asset",""
,"card_vc5_wild_fusion","野兽融合","vc5","Spell","2","0","0","0","0","0","0","0","1","野兽融合","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_fusion.asset",""
,"card_vc5_wild_grass","种植草地","vc5","Spell","0","0","0","0","0","0","0","0","1","种植草地","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_grass.asset",""
,"card_vc5_wild_heal","自然治愈","vc5","Spell","1","0","0","0","0","0","0","0","1","自然治愈","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_heal.asset",""
,"card_vc5_wild_humanity","人性回归","vc5","Spell","1","0","0","0","0","0","0","0","1","人性回归","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_humanity.asset",""
,"card_vc5_wild_meditate","冥想宁静","vc5","Spell","1","0","0","0","0","0","0","0","1","冥想宁静","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_meditate.asset",""
,"card_vc5_wild_moon","月光洗礼","vc5","Spell","2","0","0","0","0","0","0","0","1","月光洗礼","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_moon.asset",""
,"card_vc5_wild_pack","野兽军团","vc5","Spell","3","0","0","0","0","0","0","0","1","野兽军团","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_pack.asset",""
,"card_vc5_wild_release","野性释放","vc5","Spell","2","0","0","0","0","0","0","0","1","野性释放","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_release.asset",""
,"card_vc5_wild_roar","战斗怒吼","vc5","Spell","0","0","0","0","0","0","0","0","1","战斗怒吼","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_roar.asset",""
,"card_vc5_wild_snake","召唤蟒蛇","vc5","Spell","1","0","0","0","0","0","0","0","1","召唤蟒蛇","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_snake.asset",""
,"card_vc5_wild_thorns","荆棘之路","vc5","Spell","1","0","0","0","0","0","0","0","1","荆棘之路","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_thorns.asset",""
,"card_vc5_wild_wolf_pup","召唤幼狼","vc5","Spell","1","0","0","0","0","0","0","0","1","召唤幼狼","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_wolf_pup.asset",""
,"card_vc5_wild_wrath","自然之怒","vc5","Spell","3","0","0","0","0","0","0","0","1","自然之怒","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_wild_wrath.asset",""
"1","cave","Cave","","Artifact","2","0","0","0","5","2","2","0","1","All red creatures gain: ""Take 1 damage to gain +1 attack"".","asset","Assets/TcgEngine/Resources/Cards/Fire/cave.asset",""
"1","coin","Coin","","Spell","0","0","0","0","0","2","2","0","0","Gain 1 mana.","asset","Assets/TcgEngine/Resources/Cards/Summon/coin.asset",""
"1","crab_mana","Mana Crab","","Character","2","0","0","3","1","2","2","0","1","When attacking a player, gain 2 mana.","asset","Assets/TcgEngine/Resources/Cards/Water/crab_mana.asset",""
"1","dark_stallion","Dark Stallion","","Character","4","0","0","4","5","2","2","0","1","<b>Cast (2):</b> Roll a D6, on 4+ return target to hand.","asset","Assets/TcgEngine/Resources/Cards/Fire/dark_stallion.asset",""
"1","dragon_blue","Blue Dragon","","Character","7","0","0","8","8","2","2","0","1","Spell Immunity","asset","Assets/TcgEngine/Resources/Cards/Water/dragon_blue.asset",""
"1","dragon_egg","Dragon Egg","","Spell","2","0","0","0","0","2","2","0","1","Discover a Dragon.","asset","Assets/TcgEngine/Resources/Cards/Summon/dragon_egg.asset",""
"1","dragon_green","Green Dragon","","Character","7","0","0","7","9","2","2","0","1","Spell Immunity","asset","Assets/TcgEngine/Resources/Cards/Forest/dragon_green.asset",""
"1","dragon_red","Red Dragon","","Character","7","0","0","9","7","2","2","0","1","Spell Immunity","asset","Assets/TcgEngine/Resources/Cards/Fire/dragon_red.asset",""
"1","eel","Electric Eel","","Character","4","0","0","5","2","2","2","0","1","<b>Play:</b> Target character's attack is reduced to 1.","asset","Assets/TcgEngine/Resources/Cards/Water/eel.asset",""
"1","elf_swordsman","精灵剑士","","Character","1","0","0","2","20","2","1","0","0","通常：学会了剑术的精灵。以快速的攻击作弄敌人。 ","asset","Assets/TcgEngine/Resources/Cards/vc5/hero_elf_swordsman.asset",""
"1","equip_ring","Mana Ring","","Equipment","1","0","0","0","3","2","2","0","1","Gain 2 extra mana per turn for 3 turns.","asset","Assets/TcgEngine/Resources/Cards/Water/equip_ring.asset",""
"1","equip_shield","Wooden Shield","","Equipment","2","0","0","0","2","2","2","0","1","Bearer gains 2 armor and taunt.","asset","Assets/TcgEngine/Resources/Cards/Forest/equip_shield.asset",""
"1","equip_sword","Fire Sword","","Equipment","2","0","0","0","2","2","2","0","1","Attack +1.
Bearer receives no damage when attacking.","asset","Assets/TcgEngine/Resources/Cards/Fire/equip_sword.asset",""
"1","fire_chicken","Roasted Chicken","","Character","2","0","0","1","1","2","2","0","1","<b>Death:</b> Summon an egg.","asset","Assets/TcgEngine/Resources/Cards/Fire/fire_chicken.asset",""
"1","fire_element","Fire Element","","Character","5","0","0","7","3","2","2","0","1","<b>Play:</b> Damage all by 2.","asset","Assets/TcgEngine/Resources/Cards/Fire/fire_element.asset",""
"1","firefox","Firefox","","Character","4","0","0","4","4","2","2","0","1","<b>Cast (2):</b> Return a spell to your hand.","asset","Assets/TcgEngine/Resources/Cards/Fire/firefox.asset",""
"1","fish","Fish","","Character","1","0","0","1","1","2","2","0","1","<b>Death:</b> Draw a card.","asset","Assets/TcgEngine/Resources/Cards/Water/fish.asset",""
"1","flame_eagle","Flame Eagle","","Character","1","0","0","1","1","2","2","0","0","Flying
Haste","asset","Assets/TcgEngine/Resources/Cards/Summon/flame_eagle.asset",""
"1","gorilla","Gorilla","","Character","4","0","0","0","6","2","2","0","1","<b>Play:</b> Roll a D6 to know your attack.","asset","Assets/TcgEngine/Resources/Cards/Forest/gorilla.asset",""
"1","hell_hound","Hell Hound","","Character","4","0","0","4","2","2","2","0","1","Fury","asset","Assets/TcgEngine/Resources/Cards/Fire/hell_hound.asset",""
"1","imp","Imp","","Character","2","0","0","2","1","2","2","0","1","<b>Play:</b> Deal 1 damage.","asset","Assets/TcgEngine/Resources/Cards/Fire/imp.asset",""
"1","killer_whale","Killer Whale","","Character","5","0","0","5","4","2","2","0","1","<b>Play:</b> Destroy a character with 4 or less attack.","asset","Assets/TcgEngine/Resources/Cards/Water/killer_whale.asset",""
"1","kraken","Kraken","","Character","6","0","0","5","5","2","2","0","1","Haste","asset","Assets/TcgEngine/Resources/Cards/Water/kraken.asset",""
"1","lava_beast","Lava Beast","","Character","3","0","0","2","3","2","2","0","1","After playing a spell, gain +2 attack.","asset","Assets/TcgEngine/Resources/Cards/Fire/lava_beast.asset",""
"1","mammoth","Mammoth","","Character","6","0","0","7","6","2","2","0","1","Trample","asset","Assets/TcgEngine/Resources/Cards/Forest/mammoth.asset",""
"1","null","白板","","Character","0","0","0","1","1","2","2","0","0","测试用白板","asset","Assets/TcgEngine/Resources/Cards/Monster/monster_null.asset",""
"1","octopus","Octopus","","Character","4","0","0","2","5","2","2","0","1","When attacking, roll a D6. On 4+ gain +6 attack.","asset","Assets/TcgEngine/Resources/Cards/Water/octopus.asset",""
"1","owl","Owl","","Character","3","0","0","2","3","2","2","0","1","Silence target card.","asset","Assets/TcgEngine/Resources/Cards/Forest/owl.asset",""
"1","phoenix","Phoenix","","Character","6","0","0","6","6","2","2","0","1","<b>Cast (3):</b> Deal 2 damage.
<b>Death:</b> Summon an egg.","asset","Assets/TcgEngine/Resources/Cards/Fire/phoenix.asset",""
"1","phoenix_egg","Phoenix Egg","","Artifact","0","0","0","0","3","2","2","0","0","After 3 turns, transforms into a Phoenix.","asset","Assets/TcgEngine/Resources/Cards/Summon/phoenix_egg.asset",""
"1","poison_frog","Poison Frog","","Character","3","0","0","2","2","2","2","0","1","Deathtouch","asset","Assets/TcgEngine/Resources/Cards/Water/poison_frog.asset",""
"1","potion_blue","Blue Potion","","Spell","2","0","0","0","0","2","2","0","1","Target gains shell and fully heals.","asset","Assets/TcgEngine/Resources/Cards/Water/potion_blue.asset",""
"1","potion_green","Green Potion","","Spell","2","0","0","0","0","2","2","0","1","Target gains 2 HP and Taunt.","asset","Assets/TcgEngine/Resources/Cards/Forest/potion_green.asset",""
"1","potion_red","Red Potion","","Spell","2","0","0","0","0","2","2","0","1","Target gains 1 attack and fury.","asset","Assets/TcgEngine/Resources/Cards/Fire/potion_red.asset",""
"1","pufferfish","Pufferfish","","Character","3","0","0","2","5","2","2","0","1","Has +3 attack during the opponent's turn.","asset","Assets/TcgEngine/Resources/Cards/Water/pufferfish.asset",""
"1","raccoon","Raccoon","","Character","2","0","0","2","3","2","2","0","1","<b>Play:</b> Return a character to your hand.","asset","Assets/TcgEngine/Resources/Cards/Forest/raccoon.asset",""
"1","reaper","Hell Reaper","","Character","6","0","0","6","6","2","2","0","1","<b>Each turn:</b> Kill characters with the lowest attack.","asset","Assets/TcgEngine/Resources/Cards/Fire/reaper.asset",""
"1","sasquatch","Sasquatch","","Character","5","0","0","6","4","2","2","0","1","<b>End Turn:</b> Go in stealth if you have other characters.","asset","Assets/TcgEngine/Resources/Cards/Forest/sasquatch.asset",""
"1","sea_monster","Sea Monster","","Character","6","0","0","4","7","2","2","0","1","Enemy characters have -1 attack.
<b>Action:</b> +1 attack to allies.","asset","Assets/TcgEngine/Resources/Cards/Water/sea_monster.asset",""
"1","seagull","Seagull","","Character","2","0","0","2","2","2","2","0","1","Flying","asset","Assets/TcgEngine/Resources/Cards/Water/seagull.asset",""
"1","shark","Shark","","Character","4","0","0","4","4","2","2","0","1","Whenever another character dies, draw 1 card.","asset","Assets/TcgEngine/Resources/Cards/Water/shark.asset",""
"1","snake_venom","Viper","","Character","2","0","0","1","3","2","2","0","1","<b>Attack:</b> Poison.","asset","Assets/TcgEngine/Resources/Cards/Forest/snake_venom.asset",""
"1","spell_aerial_strike","Aerial Strike","","Spell","3","0","0","0","0","2","2","0","1","Summon 3 eagles into your hand.","asset","Assets/TcgEngine/Resources/Cards/Fire/spell_aerial_strike.asset",""
"1","spell_ally_attack_damage","黏黏重击！","","Spell","1","0","0","0","0","2","2","0","1","选择一个我方随从，然后选择一个敌人。对敌人造成我方随从攻击力+1的伤害。","asset","Assets/TcgEngine/Resources/Cards/vc5/spell_ally_attack_damage.asset",""
"1","spell_armageddon","Armageddon","","Spell","5","0","0","0","0","2","2","0","1","Destroy all creatures on the board","asset","Assets/TcgEngine/Resources/Cards/Fire/spell_armageddon.asset",""
"1","spell_burn","Burn","","Spell","4","0","0","0","0","2","2","0","1","Destroy target.","asset","Assets/TcgEngine/Resources/Cards/Fire/spell_burn.asset",""
"1","spell_extinct","Extinct","","Spell","2","0","0","0","0","2","2","0","1","Target card gains ""When an allied character enters play, destroy this"".","asset","Assets/TcgEngine/Resources/Cards/Forest/spell_extinct.asset",""
"1","spell_flood","Flood","","Spell","3","0","0","0","0","2","2","0","1","Reduce the hp of all characters to 1.","asset","Assets/TcgEngine/Resources/Cards/Water/spell_flood.asset",""
"1","spell_growth","Growth","","Spell","5","0","0","0","0","2","2","0","1","All allied characters gain +2/2","asset","Assets/TcgEngine/Resources/Cards/Forest/spell_growth.asset",""
"1","spell_hibernate","Hibernate","","Spell","3","0","0","0","0","2","2","0","1","Target gains +4/4 and goes to sleep for the next 2 turns.","asset","Assets/TcgEngine/Resources/Cards/Forest/spell_hibernate.asset",""
"1","spell_projectiles","Projectiles","","Spell","999","0","0","0","0","2","2","0","1","Deal 1 damage to a random card.
Repeat X times.","asset","Assets/TcgEngine/Resources/Cards/Fire/spell_projectiles.asset",""
"1","spell_roots","Roots","","Spell","3","0","0","0","0","2","2","0","1","Paralyse target for 3 turns.","asset","Assets/TcgEngine/Resources/Cards/Forest/spell_roots.asset",""
"1","spell_split","Ground Split","","Spell","2","0","0","0","0","2","2","0","1","Target creature gains ""Suffer 3 damage before attacking"".","asset","Assets/TcgEngine/Resources/Cards/Fire/spell_split.asset",""
"1","spell_stomp","Stomp","","Spell","2","0","0","0","0","2","2","0","1","Destroy the character with the lowest HP.","asset","Assets/TcgEngine/Resources/Cards/Forest/spell_stomp.asset",""
"1","spell_stones","Hot Stones","","Spell","2","0","0","0","0","2","2","0","1","Deal 1 damage.
Draw a card.","asset","Assets/TcgEngine/Resources/Cards/Fire/spell_stones.asset",""
"1","spell_storm","Sea Storm","","Spell","5","0","0","0","0","2","2","0","1","All cards return to their owner's hand.","asset","Assets/TcgEngine/Resources/Cards/Water/spell_storm.asset",""
"1","spell_submerge","Submerge","","Spell","2","0","0","0","0","2","2","0","1","Target card gains ""When attacked, opponent must discard 1 random card"".","asset","Assets/TcgEngine/Resources/Cards/Water/spell_submerge.asset",""
"1","spell_treasure","Lost Treasure","","Spell","3","0","0","0","0","2","2","0","1","Look at the next 7 cards in your deck, and choose two.","asset","Assets/TcgEngine/Resources/Cards/Water/spell_treasure.asset",""
"1","spell_wave","Wave","","Spell","3","0","0","0","0","2","2","0","1","Return target to owner's hand.","asset","Assets/TcgEngine/Resources/Cards/Water/spell_wave.asset",""
"1","town_forest","Forest Town","","Artifact","3","0","0","0","7","2","2","0","1","All green cards have +2 HP.","asset","Assets/TcgEngine/Resources/Cards/Forest/town_forest.asset",""
"1","town_underwater","Underwater Town","","Artifact","3","0","0","0","7","2","2","0","1","All blue cards cost 1 less.","asset","Assets/TcgEngine/Resources/Cards/Water/town_underwater.asset",""
"1","town_volcano","Volcano Town","","Artifact","3","0","0","0","7","2","2","0","1","All red creatures have +2 attack.","asset","Assets/TcgEngine/Resources/Cards/Fire/town_volcano.asset",""
"1","trap_explosive","Bomb Trap","","Secret","3","0","0","0","0","2","2","0","1","<b>Trap:</b> Damage all by 2.","asset","Assets/TcgEngine/Resources/Cards/Fire/trap_explosive.asset",""
"1","trap_fish","Fish Trap","","Secret","3","0","0","0","0","2","2","0","1","<b>Trap:</b> Transform into fish.","asset","Assets/TcgEngine/Resources/Cards/Water/trap_fish.asset",""
"1","trap_spike","Spike Trap","","Secret","3","0","0","0","0","2","2","0","1","<b>Trap:</b> Paralyse the next attacker.","asset","Assets/TcgEngine/Resources/Cards/Forest/trap_spike.asset",""
"1","tree_angry","Angry Tree","","Character","3","0","0","3","5","2","2","0","1","Regeneration","asset","Assets/TcgEngine/Resources/Cards/Forest/tree_angry.asset",""
"1","turtle","Turtle","","Character","3","0","0","2","3","2","2","0","1","Taunt
Shell","asset","Assets/TcgEngine/Resources/Cards/Water/turtle.asset",""
"1","unicorn","Unicorn","","Character","6","0","0","5","6","2","2","0","1","<b>Play:</b> Give +2/2.
<b>Action:</b> Charge.","asset","Assets/TcgEngine/Resources/Cards/Forest/unicorn.asset",""
,"vc5_dragon_berserker_soul","\u72c2\u6218\u58eb\u4e4b\u9b42","vc5","Spell","2","0","0","0","0","2","2","0","1","大幅提升攻击力","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_dragon_berserker_soul.asset","从战士迁移"
,"vc5_dragon_blood_boil","\u9f99\u8840\u6cb8\u817e","vc5","Spell","2","0","0","0","0","2","2","0","1","支付2生命，获得4层龙息","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_dragon_blood_boil.asset",""
,"vc5_dragon_blood_frenzy","\u9f99\u8840\u72c2\u70ed","vc5","Spell","3","0","0","0","0","2","2","0","1","本回合每有1层龙息攻击额外造成1伤害，消耗3层龙息","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_dragon_blood_frenzy.asset",""
,"vc5_dragon_blood_retaliate","\u8840\u6027\u53cd\u51fb","vc5","Spell","2","0","0","0","0","2","2","0","1","受伤时反击","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_dragon_blood_retaliate.asset","从战士迁移"
,"vc5_dragon_blood_sacrifice","\u9f99\u8840\u796d\u732e","vc5","Spell","2","0","0","0","0","2","2","0","1","支付2生命获得1层尖锐，获得3层龙息","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_dragon_blood_sacrifice.asset",""
,"vc5_dragon_blood_whirl","\u8840\u8272\u65cb\u98ce","vc5","Spell","3","0","0","0","0","2","2","0","1","自残并对周围敌人造成伤害","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_dragon_blood_whirl.asset","从战士迁移"
,"vc5_dragon_breath_infuse","\u9f99\u606f\u704c\u6ce8","vc5","Spell","2","0","0","0","0","2","2","0","1","本回合攻击力+龙息层数/2，消耗4层龙息","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_dragon_breath_infuse.asset",""
,"vc5_dragon_breath_store","\u9f99\u606f\u50a8\u5b58","vc5","Spell","1","0","0","0","0","2","2","0","1","本回合攻击力+2，获得3层龙息","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_dragon_breath_store.asset",""
,"vc5_dragon_claw_strike","\u9f99\u722a\u51fb","vc5","Spell","1","0","0","0","0","2","2","0","1","造成2+攻击力伤害，龙族使用获得3层龙息","asset","Assets/TcgEngine/Resources/Cards/vc5/card_vc5_dragon_claw_strike.asset",""
